sampleid,locid,substrate,batid,species,year,repro,use,dfresh,dmarine,dforcore,elev,slope,aspect,bldg060,bldg090,bldg120,bldg150,bldg180,bldg210,bldg240,bldg270,bldg300,bldg330,bldg360,road060,road090,road120,road150,road180,road210,road240,road270,road300,road330,road360,ptcc060,ptcc090,ptcc120,ptcc150,ptcc180,ptcc210,ptcc240,ptcc270,ptcc300,ptcc330,ptcc360,pdev060,pdev090,pdev120,pdev150,pdev180,pdev210,pdev240,pdev270,pdev300,pdev330,pdev360,pfor060,pfor090,pfor120,pfor150,pfor180,pfor210,pfor240,pfor270,pfor300,pfor330,pfor360,pgra060,pgra090,pgra120,pgra150,pgra180,pgra210,pgra240,pgra270,pgra300,pgra330,pgra360,pwet060,pwet090,pwet120,pwet150,pwet180,pwet210,pwet240,pwet270,pwet300,pwet330,pwet360
793,R008,Bldg,MYSE.960,MYSE,2015,0,0,266.081894,1581.387544,353.16948,17,0,0.54,5.305164771,5.894627523,4.863067706,5.51737136,4.42097064,4.186388526,3.64730078,3.493112606,3.289202158,2.952185354,2.996435657,175.2032502,77.8681112,166.7953635,217.3536672,161.9769459,168.8856605,129.3030839,113.6816455,114.5450318,114.9789067,100.6537724,50.461538,55.137931,53.3,52.975,52.565217,51.49359,51.139303,NA,NA,NA,NA,0.525499,0.424389,0.458352,0.534956,0.60227,0.64417,0.670792,0.684549,0.692645,0.68958,0.686385,0.474501,0.575612,0.541648,0.441017,0.371419,0.329165,0.303964,0.295688,0.291534,0.292379,0.289227,0,0,0,0.024028,0.026311,0.026665,0.025244,0.019763,0.01582,0.018041,0.024389,0,0.063705,0.077434,0.071568,0.053097,0.040268,0.030457,0.023715,0.018984,0.016039,0.013815
794,R008,Bldg,MYSE.960,MYSE,2015,0,0,287.614026,289.014882,669.129736,8,21.57,-0.23,4.420970643,4.32272685,5.526213302,5.800313481,5.599896145,5.846508115,5.360426904,5.326996725,4.810016058,4.413663252,4.003434525,251.7273058,202.6805836,183.1805549,197.2829296,194.7068824,165.7556457,168.3708155,135.7316185,128.965367,156.9432506,141.3783865,23.076923,23.3,21.942308,21.987654,23.513043,25.461039,25.655172,NA,NA,NA,NA,1,1,1,1,0.989462,0.939717,0.861347,0.774417,0.709472,0.671232,0.635065,0,0,0,0,0,0.005034,0.026551,0.057266,0.068604,0.073706,0.082258,0,0,0,0,0,0,0.001904,0.017185,0.037873,0.045476,0.050577,0,0,0,0,0.010538,0.060283,0.13675,0.208397,0.252285,0.279718,0.300537
795,R008,Bldg,MYSE.960,MYSE,2015,0,0,400.585381,54.604723,1130.742957,13,26.57,1,3.536776514,2.357851009,2.431533853,2.546479089,2.554338592,2.598448051,2.542058119,2.619834455,2.511111325,2.367594195,2.333290061,502.7124,223.4277333,207.1782725,132.5940944,92.07923219,99.73872165,101.4772434,88.80624507,79.00403711,87.34675843,76.54378911,23.692308,19.464286,18.16,17.658228,16.927928,16.541935,15.437186,NA,NA,NA,NA,0.058981,0.150107,0.28113,0.389876,0.454122,0.504005,0.547431,0.572744,0.587912,0.596819,0.620663,0.276249,0.270072,0.213065,0.175943,0.156049,0.164294,0.176125,0.167278,0.163896,0.156008,0.141329,0.507425,0.368101,0.305303,0.266042,0.250964,0.221716,0.191306,0.192833,0.193687,0.20087,0.197948,0.433593,0.481792,0.413567,0.344083,0.294915,0.274279,0.261263,0.234424,0.218402,0.202312,0.181389
796,R008,Bldg,MYSE.960,MYSE,2015,0,0,868.721273,139.301233,852.929738,8,0,0.54,2.652582386,4.32272685,4.420970642,4.102660755,4.813945808,4.475104977,4.144659977,3.886087775,3.642879809,3.507546955,3.389410825,624.6319345,277.6141931,245.7835744,195.1284212,135.5058481,99.55531697,81.34360098,91.84005856,115.1732459,105.1607747,106.6580443,35.384615,38.482759,37.901961,35.3375,32.669565,29.851613,29.014851,NA,NA,NA,NA,0.494724,0.528192,0.526275,0.521462,0.530998,0.538443,0.541833,0.564364,0.590375,0.612082,0.635953,0.163127,0.226269,0.274751,0.26125,0.229577,0.212415,0.204226,0.191745,0.173859,0.159622,0.145292,0.342149,0.245539,0.198974,0.217288,0.239425,0.249142,0.253942,0.241382,0.226031,0.209611,0.192851,0.163127,0.226269,0.274751,0.26125,0.229577,0.212415,0.204226,0.194254,0.183594,0.178307,0.171197
797,R008,Bldg,MYSE.960,MYSE,2015,0,0,985.62715,244.702848,731.80079,12,26.57,0.98,4.420970643,3.536776514,3.978873577,4.244131816,4.224483056,4.763821427,4.531494909,4.453718573,4.350235112,4.209056346,4.077117369,260.8995217,115.955343,131.0919358,110.2913788,200.3324813,221.2961992,191.9842219,165.6819143,146.6272618,131.2144181,114.195324,42.769231,41.689655,38.980392,35.625,33.356522,33.064103,33.084577,NA,NA,NA,NA,0.832305,0.777878,0.776332,0.759716,0.728768,0.70182,0.692042,0.690611,0.691223,0.680305,0.67462,0,0,0,0.028742,0.078437,0.096083,0.095851,0.099128,0.110042,0.12818,0.144569,0.167695,0.222122,0.223668,0.211542,0.192795,0.193631,0.191569,0.181615,0.164914,0.153487,0.142853,0,0,0,0.028742,0.078437,0.104549,0.114357,0.12212,0.128313,0.138553,0.14752
798,R008,Bldg,MYSE.960,MYSE,2015,0,0,126.562129,602.593714,871.870066,13,0,0.54,6.1893589,4.715702018,4.420970642,3.819718634,3.43853272,3.536776514,3.64730078,3.449448699,3.395305453,3.244480933,3.143801345,186.9456564,83.08695838,71.48257496,113.3971201,152.4593512,137.5482908,150.9146164,158.8693145,144.1207293,137.6905533,126.5377812,52.857143,57.107143,57.54902,56.56962,54.351351,51.416667,49.855,NA,NA,NA,NA,0.485991,0.465093,0.441975,0.499317,0.553311,0.596477,0.646409,0.684954,0.709715,0.724946,0.719492,0.514009,0.534907,0.558025,0.500683,0.446689,0.403523,0.353592,0.315046,0.287278,0.262127,0.24812,0,0,0,0,0,0,0,0,0,0.000603,0.004417,0,0.005843,0.023046,0.049184,0.069577,0.074739,0.065692,0.053649,0.047475,0.052013,0.065109
799,R008,Bldg,MYSE.960,MYSE,2015,0,0,91.041806,562.073007,739.996966,9,0,0.54,4.420970643,4.32272685,3.757825045,4.102660755,3.92975168,3.536776514,3.260465849,3.100137438,2.900156741,2.86449668,2.726265229,458.3898643,287.4405531,161.6853111,103.4785991,82.72728888,126.330637,147.6499266,116.6616704,103.0402094,102.2238073,92.38166393,56.428571,63.178571,61.857143,55.924051,50.265487,45.685897,43.547264,NA,NA,NA,NA,0.722656,0.674565,0.64557,0.625479,0.595738,0.593299,0.634625,0.687217,0.709297,0.70276,0.696352,0.277344,0.325435,0.353441,0.358132,0.352058,0.328647,0.289992,0.247878,0.234764,0.247799,0.258759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015975,0.062679,0.128181,0.162657,0.158604,0.133404,0.110542,0.095097,0.083594
800,R009,Bldg,MYSE.812,MYSE,2015,1,0,105.493696,1418.583519,338.440316,7,0,0.54,2.652582386,2.750826177,2.431533853,1.980594847,2.259607216,2.381910713,2.37627172,2.70716227,2.68795015,2.86449668,2.898191865,130.394178,87.35651459,49.13803945,119.0085021,90.4608832,80.61308274,87.40344412,77.74430903,93.02167118,85.35952476,95.68221744,48.307692,53.655172,53.16,50.594937,49.178571,47.316129,46.169154,NA,NA,NA,NA,0.163483,0.169316,0.18861,0.28409,0.375903,0.435036,0.482818,0.520513,0.558043,0.568506,0.567797,0.836517,0.797648,0.728093,0.619775,0.525719,0.454552,0.414538,0.394971,0.36824,0.347823,0.341752,0,0,0,0,0,0,0,0,0,0,0,0.671608,0.613672,0.54038,0.475958,0.410564,0.36816,0.317394,0.277576,0.238707,0.224077,0.20991
801,R009,Bldg,MYSE.812,MYSE,2015,1,0,693.194722,694.782308,331.555699,12,0,0.54,2.652582386,4.32272685,4.642019174,4.810016058,4.715702016,4.763821427,4.91832984,4.934021556,4.951487119,4.939795295,4.985872446,456.7267236,393.3571283,314.6537875,232.0766065,175.7269769,160.4736429,186.2948836,171.3748442,163.7229922,171.8499323,172.8056974,21.538462,27.413793,31.431373,34.405063,36.212389,36.51634,36.420792,NA,NA,NA,NA,1,1,1,1,1,1,0.999734,0.991816,0.984002,0.97726,0.972595,0,0,0,0,0,0,0.000266,0.008184,0.015998,0.02274,0.027405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,R009,Bldg,MYSE.812,MYSE,2015,1,0,847.727603,493.590007,483.155227,11,0,0.54,1.768388257,3.536776514,3.536776513,3.961189694,4.42097064,4.475104977,4.310446377,4.497382481,4.491706172,4.472122368,4.494653486,288.3003957,128.1335092,264.5269832,211.3486677,176.7332161,148.3011847,149.7096919,159.8683723,162.3435621,164.1318673,145.81374,45.923077,42.448276,43.980769,42.658228,41.669565,39.593548,37.69802,NA,NA,NA,NA,1,0.956065,0.903792,0.925926,0.946903,0.959731,0.969543,0.970692,0.961998,0.951448,0.937003,0,0.043935,0.096208,0.074074,0.053097,0.040268,0.030457,0.023715,0.021586,0.023039,0.029963,0,0,0,0,0,0,0,0.005592,0.016415,0.025513,0.033034,0,0,0,0,0,0,0,0,0,0,0.005426
803,R009,Bldg,MYSE.812,MYSE,2015,1,0,160.933183,674.379374,188.936552,11,0,0.54,3.536776514,4.32272685,5.30516477,4.668544997,4.519214432,3.825492964,3.923611445,3.580440421,3.395305453,3.273710491,3.070118501,409.4486654,208.7290311,117.41008,163.65197,127.8390274,137.9036582,156.0994483,134.3627966,113.7055068,100.6839014,94.28017893,32.545455,33.714286,36.510204,38.168831,41.576577,44.761589,48.385,NA,NA,NA,NA,1,0.992512,0.962876,0.860621,0.777207,0.721806,0.674037,0.621931,0.581047,0.554841,0.535844,0,0.007488,0.037124,0.139379,0.222793,0.278194,0.325963,0.378069,0.415025,0.432827,0.438782,0,0,0,0,0,0,0,0,0,0,0.002969,0,0,0,0.002681,0.016022,0.033728,0.045106,0.054468,0.063145,0.077687,0.094571
804,R009,Bldg,MYSE.812,MYSE,2015,1,0,402.350935,127.714898,497.225116,5,0,0.54,1.768388257,1.178925505,1.547339725,1.556181666,1.375413088,1.948836038,2.044698922,2.183195379,2.228169203,2.192216847,2.284168165,94.06073214,41.80476984,23.51518303,82.89303725,57.56460919,51.84684523,63.38510308,90.09098093,80.94263294,74.87678487,68.44908184,50.615385,43.689655,40.38,36.506329,32.086207,29.655844,28.831683,NA,NA,NA,NA,0.675419,0.566701,0.55747,0.570466,0.579678,0.587739,0.572434,0.533096,0.492179,0.479137,0.472679,0.2398,0.267819,0.208968,0.135843,0.097943,0.075361,0.061708,0.077947,0.123,0.148039,0.168748,0,0,0,0.003646,0.008904,0.013426,0.041491,0.060407,0.065586,0.068932,0.071452,0.084781,0.165479,0.233562,0.290046,0.313475,0.323475,0.324366,0.32855,0.319236,0.303893,0.287121
805,R009,Bldg,MYSE.812,MYSE,2015,1,0,137.843499,1347.779681,381.057533,9,0,0.54,2.652582386,4.32272685,3.757825045,3.961189694,3.43853272,3.392418289,2.984155184,3.231129161,3.218466627,3.302940049,3.192923241,332.5360741,147.7938107,174.2394289,229.2421843,159.1959613,154.9426163,118.6279406,117.2714747,109.3907343,147.9437326,132.5652946,64.785714,62.714286,59.529412,59.025316,55.571429,53.806452,53.306533,NA,NA,NA,NA,0.767099,0.689175,0.635512,0.644267,0.651298,0.664266,0.650421,0.623489,0.622769,0.63903,0.639125,0.232901,0.310825,0.364488,0.355733,0.348702,0.335734,0.347777,0.366715,0.351333,0.321698,0.300739,0,0,0,0,0,0,0.001802,0.009675,0.023518,0.035332,0.054299,0,0,0,0.003888,0.025939,0.027558,0.023087,0.025209,0.022761,0.021199,0.020704
806,R009,Bldg,MYSE.812,MYSE,2015,1,0,67.01214,760.226471,231.001876,9,0,0.54,4.420970643,3.143801346,2.652582385,2.68795015,2.357851008,2.454089826,2.265747454,2.226859287,2.122065908,2.133757731,1.964875841,455.2547138,202.3354283,148.7720463,95.2141096,66.12090943,104.7259711,108.17094,100.3153109,83.16812559,101.6313316,85.39854952,35.230769,35.892857,37.038462,35.936709,33.919643,35.090909,35.098522,NA,NA,NA,NA,0.813462,0.678297,0.610571,0.564918,0.546019,0.549513,0.538485,0.513344,0.491233,0.496721,0.49964,0.177668,0.258311,0.305352,0.348707,0.378846,0.383975,0.395997,0.420568,0.442943,0.433989,0.426121,0,0,0,0,0,0,0,0,0,0,0,0.00887,0.063392,0.084076,0.086375,0.075135,0.066512,0.065518,0.066088,0.065969,0.071312,0.084877
807,R009,Bldg,MYSE.812,MYSE,2015,1,0,93.316386,876.554534,874.192956,12,0,0.54,4.420970643,4.32272685,3.757825045,3.112363331,2.750826176,2.598448051,2.431533853,2.488842732,2.54647909,2.455282868,2.456094801,387.6339516,251.6761286,187.5487173,276.6887247,281.0257259,215.5455211,176.7111432,140.9081349,144.7215391,124.8202472,118.9455107,57.076923,54.655172,50.4,48.367089,47.955357,45.941935,45.477612,NA,NA,NA,NA,0.963682,0.926125,0.908646,0.876828,0.80929,0.743941,0.677609,0.63108,0.592829,0.574792,0.562482,0,0,0,0.017364,0.069628,0.13205,0.189585,0.236962,0.28692,0.301757,0.301426,0,0,0,0,0,0,0.003148,0.007038,0.009955,0.011522,0.012939,0.036318,0.073875,0.091354,0.109173,0.13222,0.141125,0.157297,0.155989,0.148453,0.152839,0.158908
808,R009,Bldg,MYSE.812,MYSE,2015,1,0,183.772308,1841.618647,326.432302,16,0,0.54,1.768388257,2.750826177,2.873630917,3.112363331,2.357851008,1.948836038,2.155223188,2.095867564,2.298904734,2.338364637,2.529777645,426.8816997,189.7251998,164.1623898,173.4686184,156.6698266,223.1874304,191.7548173,214.4796706,214.0096249,203.7308069,175.9733984,3.363636,3.592593,9.829787,16.723684,24.858407,29.386667,32.12,NA,NA,NA,NA,0.999859,0.960431,0.872961,0.773492,0.714857,0.71642,0.734699,0.753378,0.734574,0.708438,0.707275,0.000141,0.039569,0.127039,0.226509,0.285127,0.283001,0.259786,0.238184,0.252241,0.272832,0.271986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000016,0.000579,0.005514,0.008588,0.016817,0.032188,0.036591
809,R009,Bldg,MYSE.812,MYSE,2015,1,0,373.740326,1329.847662,468.653113,14,0,0.54,3.536776514,5.108677186,5.30516477,4.244131816,4.322726848,4.475104977,4.420970643,4.235399035,4.244131816,4.179826788,4.101678317,208.53865,159.726235,142.8316717,228.6993522,259.4055494,224.9910468,193.7030939,171.64142,187.620187,171.0057592,174.1136009,23.153846,27.571429,28.019231,30.518987,33.017857,36.019481,36.073892,NA,NA,NA,NA,0.994145,0.927432,0.893694,0.866069,0.894265,0.88867,0.875637,0.867085,0.865022,0.863565,0.871258,0.005855,0.072568,0.106306,0.133931,0.105735,0.11133,0.124363,0.132915,0.134979,0.136435,0.128742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007717,0.024751,0.034335,0.031604,0.025237,0.02122,0.018141
810,R009,Bldg,MYSE.812,MYSE,2015,1,0,538.840231,1637.762794,441.351442,16,0,0.54,4.420970643,3.536776514,3.315727981,3.819718634,3.43853272,3.464597401,3.592038647,3.624104329,3.642879809,3.653694745,3.610459357,194.282235,262.5684718,231.2095962,147.9741415,187.0220564,159.3128948,152.9482086,148.8864338,167.4358836,157.8562641,138.9124244,30.272727,34.851852,40.44,43.205128,46.125,46.085526,45.8,NA,NA,NA,NA,1,1,0.98889,0.981696,0.956545,0.93797,0.932466,0.925005,0.927813,0.926757,0.908943,0,0,0.01111,0.018304,0.043455,0.06203,0.067534,0.064337,0.055935,0.054603,0.073196,0,0,0,0,0,0,0,0.010658,0.016253,0.018639,0.01786,0,0,0,0,0,0,0,0,0,0,0.001234
811,R009,Bldg,MYSE.812,MYSE,2015,1,0,720.621685,1782.220122,615.44419,10,27.94,0.37,4.420970643,3.143801346,3.757825045,3.678247573,3.242045136,3.320239176,3.205203716,3.318456976,3.218466627,3.215251375,2.996435657,633.4049978,281.5133323,239.8554937,181.5361869,178.8037523,153.7352056,184.1211392,189.6673964,156.6574041,145.8514571,128.1813342,47.666667,49.064516,49.519231,48.217949,47.191304,47.346405,47.019417,NA,NA,NA,NA,0.441776,0.63541,0.738474,0.804923,0.82856,0.842087,0.863991,0.852731,0.835264,0.818163,0.802884,0.558224,0.36459,0.261527,0.195077,0.17144,0.157913,0.136009,0.147269,0.164736,0.181837,0.197116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002408,0.008936,0.019482,0.055363,0.07515,0.083939,0.082898
812,R009,Bldg,MYSE.812,MYSE,2015,1,0,263.09258,387.289034,383.91718,9,27.94,0.37,2.652582386,3.929751682,4.19992211,3.678247573,4.126239264,4.330746752,4.034135711,3.929751682,3.92582193,3.85830165,3.610459357,0,63.5448956,297.5385697,234.4306827,229.0704281,185.0181958,194.5290289,158.6022787,137.6398031,118.9012494,123.3468006,50.692308,51.857143,48.711538,47.924051,46.678571,45.915584,45.221675,NA,NA,NA,NA,0.121996,0.268853,0.401251,0.500845,0.564196,0.595496,0.621335,0.63988,0.645705,0.639054,0.633573,0.865652,0.686456,0.521004,0.41676,0.372617,0.351299,0.329926,0.303694,0.277847,0.271342,0.269684,0.012352,0.044691,0.077745,0.082396,0.063188,0.052127,0.044502,0.041735,0.041321,0.039207,0.034734,0,0,0,0,0,0.001078,0.004237,0.014691,0.035127,0.050397,0.062758
813,R009,Bldg,MYSE.812,MYSE,2015,1,0,294.479874,312.667524,811.163974,10,0,0.54,2.652582386,3.536776514,3.978873577,3.678247573,4.027995472,3.681134739,3.481514381,3.100137438,3.183098862,3.01064447,2.971874709,467.0350692,229.4619235,169.4535975,191.4509157,154.5436219,144.3902558,126.4848988,135.8560517,131.7686448,122.6331932,115.8639092,23.857143,23.071429,24.62,25.253165,27.428571,30.038961,31.547264,NA,NA,NA,NA,0.959188,0.88537,0.823263,0.819011,0.831336,0.849699,0.833394,0.754235,0.696072,0.652576,0.612754,0,0.006901,0.046942,0.068709,0.080793,0.083187,0.111804,0.171383,0.213215,0.241058,0.262451,0.040812,0.107729,0.129795,0.11228,0.087871,0.067114,0.050761,0.043083,0.034786,0.032553,0.03468,0,0,0,0,0,0,0.00404,0.031299,0.056152,0.075976,0.094533
814,R009,Bldg,MYSE.812,MYSE,2015,1,0,451.147934,584.164199,440.379321,5,0,0.54,7.957747157,6.680577859,6.189358898,5.658842421,5.108677184,4.763821427,4.642019175,4.497382481,4.031925225,4.092138114,3.978873577,350.4016488,355.0045266,344.2747006,286.9254215,241.9923834,203.2201193,172.436395,146.0056108,148.5782904,136.6101331,118.2337909,26.642857,27.642857,30.1,32.670886,33.455357,33.681818,33.592965,NA,NA,NA,NA,1,1,1,0.992149,0.967112,0.936679,0.890463,0.854547,0.834175,0.822509,0.812823,0,0,0,0.007851,0.032888,0.063321,0.109536,0.145079,0.162563,0.170499,0.178244,0,0,0,0,0,0,0,0.000374,0.003262,0.006992,0.008933,0,0,0,0,0,0.000635,0.012347,0.02436,0.042274,0.050798,0.061232
815,R009,Bldg,MYSE.812,MYSE,2015,1,0,314.672699,1643.78423,466.3321,13,0,0.54,2.652582386,1.178925505,1.10524266,0.848826363,1.866632048,2.526268938,2.652582386,2.838153993,2.970892271,3.215251375,3.389410825,245.9328858,109.3035048,61.48322145,123.3299266,165.024688,199.9038753,159.212347,178.5963697,159.562992,138.2255457,129.8588195,35,40.037037,41.12,39.649351,38.0625,35.967742,34.03,NA,NA,NA,NA,0.997582,0.908357,0.836352,0.738212,0.70907,0.724741,0.739707,0.749695,0.748422,0.747103,0.743244,0.002418,0.091643,0.163648,0.261788,0.29093,0.275259,0.260293,0.250305,0.251578,0.252898,0.255301,0,0,0,0,0,0,0,0,0,0,0,0.002418,0.058771,0.070831,0.094727,0.070796,0.053691,0.040609,0.031621,0.025237,0.022088,0.024157
816,R009,Bldg,MYSE.812,MYSE,2015,1,0,244.32082,892.25751,259.897053,13,0,0.54,0.884194129,2.750826177,2.431533853,2.82942121,3.143801344,3.031522726,3.039417317,2.969145715,2.900156741,2.922955796,2.873630917,900.0913059,400.0405803,225.0228264,144.0146089,122.119341,128.3667046,112.5630161,91.91110681,109.0436025,101.2884048,104.6953051,40,42.535714,45.019608,48.166667,50.396396,52.496774,54.19,NA,NA,NA,NA,0.292098,0.457104,0.502237,0.545668,0.575893,0.59538,0.598811,0.596249,0.610937,0.625942,0.634207,0.707902,0.542897,0.497763,0.454332,0.42388,0.402125,0.382044,0.37887,0.365453,0.348833,0.339083,0,0,0,0,0,0,0,0,0,0,0,0.054249,0.08789,0.106702,0.103516,0.086114,0.07632,0.083442,0.099774,0.11971,0.132795,0.142402
817,R009,Bldg,MYSE.812,MYSE,2015,1,0,427.926256,1418.233015,196.098636,13,0,0.54,5.305164771,4.715702018,3.978873577,4.244131816,4.617458224,4.475104977,4.586757042,4.191735128,4.102660756,4.00444944,3.929751681,279.4817455,124.2141091,128.3130147,113.8606999,124.9953888,123.8139247,134.6381251,157.3369103,152.2714202,142.5670675,136.3267814,39.153846,48.137931,49.156863,46.43038,44.495575,42.555556,41.435644,NA,NA,NA,NA,0.607708,0.620375,0.62891,0.654557,0.682575,0.700696,0.711593,0.713341,0.709787,0.703913,0.700838,0.392292,0.379625,0.354816,0.306929,0.259934,0.232379,0.218829,0.214529,0.217792,0.221669,0.224824,0,0,0.016274,0.038514,0.057491,0.066924,0.069578,0.07213,0.072421,0.074419,0.074338,0,0,0,0,0,0,0,0,0,0,0
818,R009,Bldg,MYSE.812,MYSE,2015,1,0,697.822602,606.995004,546.332675,11,0,0.54,1.768388257,3.536776514,4.420970642,4.668544997,4.519214432,4.475104977,4.697281308,5.021349372,4.986854884,5.144402201,5.256042874,261.1796737,188.0742863,173.9209928,143.9917581,167.7269815,152.2020393,139.3578124,180.7479403,159.2770059,147.7595622,169.2730747,52.363636,49.928571,48.55102,47.324675,45.59292,43.039735,41.39,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,R009,Bldg,MYSE.812,MYSE,2015,1,0,442.643276,2016.113588,667.67851,15,0,0.54,6.1893589,4.32272685,4.19992211,3.819718634,4.224483056,4.186388526,4.144659977,4.32272685,4.385602877,4.325974578,4.494653486,419.3470904,405.529907,228.1105727,201.242486,139.7517263,167.4360985,191.5277588,178.2217944,156.9018277,138.4934474,120.0353439,43.923077,49.586207,49.346154,50.126582,50.434783,49.709677,49.477833,NA,NA,NA,NA,0.485702,0.529275,0.559489,0.608428,0.630056,0.66407,0.702065,0.739,0.776216,0.800276,0.821074,0.514298,0.470725,0.440511,0.391572,0.369944,0.33593,0.297935,0.261001,0.223784,0.199724,0.178926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,R009,Bldg,MYSE.812,MYSE,2015,1,0,142.997435,1396.129638,311.714303,14,0,0.54,0.884194129,3.143801346,3.536776513,3.678247573,3.242045136,3.608955626,3.481514381,3.405784791,3.324569923,3.244480933,3.389410825,463.7537353,206.1127712,174.2394289,111.5132345,109.7626918,99.99804878,130.0873531,120.251047,129.4254397,122.0010505,112.7131046,62.636364,63.392857,61.816327,60.61039,58.810811,56.304636,54,NA,NA,NA,NA,0.615687,0.503116,0.440895,0.452293,0.482846,0.520229,0.576838,0.610599,0.636974,0.647453,0.65489,0.384313,0.496884,0.559105,0.547707,0.517154,0.479771,0.417505,0.378714,0.347674,0.329933,0.31515,0,0,0,0,0,0,0.005657,0.010687,0.015352,0.022614,0.029952,0,0.052331,0.051452,0.049933,0.041397,0.039208,0.032594,0.025418,0.020067,0.016713,0.014226
821,R009,Bldg,MYSE.812,MYSE,2015,1,0,552.191554,889.856927,93.027904,10,0,0.54,5.305164771,6.287602691,4.863067706,4.951487118,5.108677184,4.475104977,4.697281308,4.279062943,4.420970642,4.355204136,4.298165901,449.220696,437.2452887,269.1673978,172.2671346,143.8743631,227.565524,187.5008449,181.2690399,173.6917138,192.2237982,175.3823161,35.916667,38.928571,39.45098,41.192308,39.294643,38.102564,38.333333,NA,NA,NA,NA,1,0.953321,0.903931,0.891595,0.910788,0.919655,0.930047,0.941145,0.952336,0.955845,0.9585,0,0.046679,0.096069,0.108405,0.089212,0.080345,0.069953,0.058855,0.047664,0.044155,0.0415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,R009,Bldg,MYSE.812,MYSE,2015,1,0,87.93915,951.079572,805.31853,10,0,0.54,3.536776514,4.32272685,3.094679449,2.82942121,2.357851008,2.165373376,2.155223188,2.270523194,2.122065908,2.221446405,2.210485321,498.0550917,797.0725357,492.3188134,315.0840405,230.8978143,206.4678803,158.0769709,130.391735,167.5165635,144.6699328,127.4858883,53.75,51.103448,48.607843,45.987179,44.625,44.148387,44.741294,NA,NA,NA,NA,0.906938,0.792965,0.750942,0.748847,0.707179,0.663109,0.619148,0.579419,0.54046,0.519514,0.504757,0,0,0,0.015626,0.055237,0.113356,0.190132,0.236158,0.266504,0.280305,0.291022,0,0,0,0,0.000759,0.005539,0.010332,0.013707,0.015032,0.017884,0.021374,0.093062,0.207035,0.249058,0.235527,0.236825,0.217996,0.186034,0.183027,0.195761,0.202418,0.207425
823,R009,Bldg,MYSE.812,MYSE,2015,1,0,487.8833,2206.685833,871.476316,11,0,0.54,3.536776514,4.715702018,5.084116238,4.527073937,4.322726848,4.475104977,4.19992211,4.104407312,4.173396286,4.00444944,3.929751681,299.1649576,223.0844027,238.0917497,178.0414274,164.0038611,183.0846409,159.153218,138.1661961,134.4718642,135.4461312,137.4273463,60,56.703704,55.1,54.705128,54.669643,53.289474,51.745,NA,NA,NA,NA,0.99427,0.943504,0.906859,0.85343,0.823481,0.815387,0.82491,0.827138,0.822619,0.820918,0.825525,0.00573,0.056496,0.093141,0.14657,0.176519,0.184613,0.17509,0.172862,0.177381,0.179082,0.174475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
